the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
0101000020E610000074E93E8421C852C09074B8B62DFF4340,112863,0101000020110F00000E17251E18E75FC18310A970FC8E5241,35970077,24,2,2013-11-17 05:00:00+00,2013-11-17,00:00:00,17,201324100704.00000000,2900 BLOCK N KIP ST,100,Homicide - Criminal,-75.12704569,39.99358257
0101000020E610000004F9BABBD7C752C01099BAE4E5FE4340,113324,0101000020110F000045CC19CA9AE65FC14F7BABD2AC8E5241,35970459,24,2,2013-11-18 05:00:00+00,2013-11-18,00:00:00,13,201324101466.00000000,1800 BLOCK E SOMERSET ST,100,Homicide - Criminal,-75.12254232,39.99139079
0101000020E6100000249138BCC4C952C010CE10292EFE4340,115582,0101000020110F0000ED17EC33E0E95FC14D5FC027E18D5241,35972247,22,1,2013-11-07 05:00:00+00,2013-11-07,00:00:00,3,201322088012.00000000,1200 BLOCK SUSQUEHANNA AV,100,Homicide - Criminal,-75.15263277,39.98578370
0101000020E6100000B00542BA31C752C08802A80F08004440,115826,0101000020110F0000B309DECF80E55FC14D25D581EE8F5241,35972423,24,1,2013-11-05 05:00:00+00,2013-11-05,00:00:00,21,201324098039.00000000,3400 BLOCK H ST,100,Homicide - Criminal,-75.11241013,40.00024601
0101000020E6100000548531E235CF52C0884BB871BAFC4340,116417,0101000020110F00006EC9FE9A1EF35FC182C3EE28458C5241,35972877,19,2,2013-11-03 04:00:00+00,2013-11-03,00:00:00,3,201319095997.00000000,1400 BLOCK N HOBART ST,100,Homicide - Criminal,-75.23766379,39.97443983
0101000020E610000090B51145C4CF52C0F84265BCE0F94340,116430,0101000020110F000054C7797610F45FC17FA345941C895241,35972889,18,1,2013-11-30 05:00:00+00,2013-11-30,00:00:00,0,201318071066.00000000,6100 BLOCK WALTON AVE,100,Homicide - Criminal,-75.24635436,39.95217090
0101000020E6100000A427DBA941C952C0B06AA66E73F84340,116499,0101000020110F00005EFA749001E95FC173E3BBE387875241,35972947,03,1,2013-11-17 05:00:00+00,2013-11-17,00:00:00,1,201303071023.00000000,100 BLOCK SOUTH ST,100,Homicide - Criminal,-75.14463278,39.94102271
0101000020E61000005CC2A00015CB52C098C208561FFF4340,116935,0101000020110F00008638F3621BEC5FC102E25780EC8E5241,35973292,22,3,2013-11-27 05:00:00+00,2013-11-27,00:00:00,22,201322092006.00000000,2500 BLOCK W CUMBERLAND ST,100,Homicide - Criminal,-75.17315689,39.99314380
0101000020E6100000D4E0789C94C952C010C68EB4FE014440,117185,0101000020110F000095D696758EE95FC1A3CA3ED81B925241,35973492,25,1,2013-11-09 05:00:00+00,2013-11-09,00:00:00,5,201325093252.00000000,4100 BLOCK N BROAD ST,100,Homicide - Criminal,-75.14969551,40.01558549
0101000020E610000010CD0157B9C152C05834B2A5F3044440,117187,0101000020110F0000BE81D01C36DC5FC13560116363955241,35973494,08,1,2013-11-01 04:00:00+00,2013-11-01,00:00:00,3,201308043495.00000000,4300 BLOCK RHAWN ST,100,Homicide - Criminal,-75.02693725,40.03868552
0101000020E61000006893C528E8CE52C0A0AC73D45DF94340,117316,0101000020110F00001EEA38959AF25FC157D73B8D8B885241,35973585,18,2,2013-11-21 05:00:00+00,2013-11-21,00:00:00,11,201318069235.00000000,5400 BLOCK CHRISTIAN ST,100,Homicide - Criminal,-75.23291988,39.94817596
0101000020E61000008C0F0D9A1CCE52C0E88D8E769FFC4340,118369,0101000020110F00000456EBD140F15FC13F91FD41278C5241,35974407,19,2,2013-11-11 05:00:00+00,2013-11-11,00:00:00,14,201319098464.00000000,4900 BLOCK W THOMPSON ST,100,Homicide - Criminal,-75.22049571,39.97361643
0101000020E6100000C45A8A7E69C852C0D059B9C610044440,118676,0101000020110F000003860F6192E75FC193D6A9BA67945241,35974647,35,2,2013-11-11 05:00:00+00,2013-11-11,00:00:00,2,201335083769.00000000,5200 BLOCK N 5TH ST,100,Homicide - Criminal,-75.13143886,40.03176197
