the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
,112657,,35969917,03,2,2016-12-24 05:00:00+00,2016-12-24,00:00:00,9,201603071540.00000000,1200 BLOCK S 6T ST,100,Homicide - Criminal,,
0101000020E610000088803D3855C852C0D0DB556B48FF4340,113049,0101000020110F0000213ED0F06FE75FC1E57DA10B1A8F5241,35970231,25,3,2016-12-10 05:00:00+00,2016-12-10,00:00:00,7,201625103682.00000000,100 BLOCK W GURNEY ST,100,Homicide - Criminal,-75.13020140,39.99439756
0101000020E6100000E8346A6FC4CE52C0F09E989C6AF74340,113093,0101000020110F0000B1CFE9E65DF25FC1048FE38E62865241,35970272,12,2,2016-12-21 05:00:00+00,2016-12-21,00:00:00,1,201612086439.00000000,6000 BLOCK ALLMAN ST,100,Homicide - Criminal,-75.23073945,39.93294103
0101000020E61000000834193A68CF52C0C071D83E23FB4340,113184,0101000020110F00007B18661E74F35FC13A4A62EA818A5241,35970356,19,2,2016-12-12 05:00:00+00,2016-12-12,00:00:00,0,201619111984.00000000,0 BLOCK N 60TH ST,100,Homicide - Criminal,-75.24073651,39.96201311
0101000020E6100000FC71CCF6C4C852C0F0FFD6C723FF4340,113733,0101000020110F00006C75EEBF2DE85FC1B6F6AE6DF18E5241,35970776,25,3,2016-12-20 05:00:00+00,2016-12-20,00:00:00,23,201625106734.00000000,2700 BLOCK N 3RD ST,100,Homicide - Criminal,-75.13702173,39.99327944
0101000020E6100000741DA0B7D5BE52C020AF260D3D0A4440,114373,0101000020110F0000890A07CA4DD75FC1DB6B5630419B5241,35971286,08,3,2016-12-02 05:00:00+00,2016-12-02,00:00:00,11,201608043669.00000000,11000 BLOCK WALDEMIRE DR,100,Homicide - Criminal,-74.98179427,40.07998814
0101000020E610000048DA22A3A2CE52C048DED78DE6F84340,114375,0101000020110F0000A6B1257E24F25FC1ED06996A07885241,35971287,12,4,2016-12-24 05:00:00+00,2016-12-24,00:00:00,22,201612086904.00000000,5400 BLOCK HADFIELD ST,100,Homicide - Criminal,-75.22867659,39.94453595
0101000020E6100000D00018AE52C752C028AB53CC5EFF4340,114687,0101000020110F000066C2FBC8B8E55FC151A2C6DA328F5241,35971522,24,2,2016-12-19 05:00:00+00,2016-12-19,00:00:00,2,201624121134.00000000,1800 BLOCK E CLEMENTINE ST,100,Homicide - Criminal,-75.11442139,39.99508051
0101000020E6100000E4267B9586C952C0B862D08D59014440,115099,0101000020110F0000D7EFEDA176E95FC164728EB564915241,35971870,25,1,2016-12-28 05:00:00+00,2016-12-28,00:00:00,18,201625109222.00000000,1300 BLOCK W BUTLER ST,100,Homicide - Criminal,-75.14883935,40.01054547
0101000020E6100000F405B55E1ACA52C0A804C74947004440,115115,0101000020110F0000E49378A971EA5FC10EDD6C9B34905241,35971883,39,3,2016-12-07 05:00:00+00,2016-12-07,00:00:00,11,201639051921.00000000,1700 BLOCK W ALLEGHENY AVE,100,Homicide - Criminal,-75.15785949,40.00217554
