the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
,112680,,35969933,16,1,2018-04-14 04:00:00+00,2018-04-14,00:00:00,8,201816014789.00000000,MARTIN LUTHER K,100,Homicide - Criminal,,
0101000020E610000004EBCA2A16CA52C0780972B0B4024440,113084,0101000020110F00008F08EC856AEA5FC1EA1A55A9E5925241,35970263,39,2,2018-04-23 04:00:00+00,2018-04-23,00:00:00,8,201839027145.00000000,4400 BLOCK GERMANTOWN AV,100,Homicide - Criminal,-75.15760298,40.02113920
0101000020E6100000C4C33439E0CE52C078901D0F4EFB4340,113745,0101000020110F00006852671A8DF25FC17299355BB18A5241,35970786,19,3,2018-04-07 04:00:00+00,2018-04-07,00:00:00,3,201819026651.00000000,5600 BLOCK CHERRY ST,100,Homicide - Criminal,-75.23243551,39.96331967
0101000020E610000054BA14870ECD52C0D0FFBB706DFB4340,114733,0101000020110F00000BDA6B1276EF5FC1380F3A21D48A5241,35971560,16,2,2018-04-30 04:00:00+00,2018-04-30,00:00:00,20,201816017538.00000000,4000 BLOCK LANCASTER AV,100,Homicide - Criminal,-75.20401170,39.96427736
0101000020E6100000D4CEBBA74EC952C010B893FAC5FA4340,115001,0101000020110F0000CA6DCBA117E95FC11B3970921A8A5241,35971778,06,1,2018-04-17 04:00:00+00,2018-04-17,00:00:00,19,201806015983.00000000,400 BLOCK N 4TH ST,100,Homicide - Criminal,-75.14542573,39.95916683
0101000020E6100000E40C43E6B5C952C01050902EAF064440,115090,0101000020110F000083E4B400C7E95FC1CCAC34744F975241,35971861,35,3,2018-04-27 04:00:00+00,2018-04-27,00:00:00,0,201835034332.00000000,2000 BLOCK STENETON AV,100,Homicide - Criminal,-75.15172726,40.05222113
0101000020E6100000F0057C6AF4CD52C098FA42CDB2F74340,115915,0101000020110F0000DAC7738FFCF05FC1D18A5384B2865241,35972470,12,2,2018-04-22 04:00:00+00,2018-04-22,00:00:00,3,201812029499.00000000,5400 BLOCK PASCHALL AV,100,Homicide - Criminal,-75.21804297,39.93514410
0101000020E61000002033C1B783CA52C000EA48932AFE4340,116432,0101000020110F0000EDB51C9B24EB5FC159AB6F2EDD8D5241,35972890,22,1,2018-04-21 04:00:00+00,2018-04-21,00:00:00,0,201822029775.00000000,1800 BLOCK W DIAMOND ST,100,Homicide - Criminal,-75.16428942,39.98567430
0101000020E61000002033C1B783CA52C000EA48932AFE4340,116433,0101000020110F0000EDB51C9B24EB5FC159AB6F2EDD8D5241,35972891,22,1,2018-04-21 04:00:00+00,2018-04-21,00:00:00,0,201822029776.00000000,1800 BLOCK W DIAMOND ST,100,Homicide - Criminal,-75.16428942,39.98567430
0101000020E610000040AC6BA5D1CD52C0A87CFBECA0F84340,116566,0101000020110F00007E7E1980C1F05FC1D43CD148BA875241,35973001,12,3,2018-04-04 04:00:00+00,2018-04-04,00:00:00,22,201812024236.00000000,1200 BLOCK S ST BERNARD ST,100,Homicide - Criminal,-75.21592079,39.94241106
0101000020E6100000E0F33FD01CC852C058460BB91A004440,117071,0101000020110F0000AF60092110E75FC1D7437B3203905241,35973404,25,3,2018-04-15 04:00:00+00,2018-04-15,00:00:00,13,201825027864.00000000,3300 BLOCK A ST,100,Homicide - Criminal,-75.12675864,40.00081552
0101000020E6100000982249DBFBC952C07075C3CDA1F84340,117496,0101000020110F00000C53FCD43DEA5FC1A588D141BB875241,35973739,03,1,2018-04-04 04:00:00+00,2018-04-04,00:00:00,18,201803017127.00000000,800 BLOCK SOUTH ST,100,Homicide - Criminal,-75.15599711,39.94243786
0101000020E6100000D46F7435DCCF52C0C01FBBCEB0F94340,119497,0101000020110F0000CBC9272039F45FC157A0C47AE7885241,35975302,18,3,2018-04-07 04:00:00+00,2018-04-07,00:00:00,23,201818020201.00000000,6200 BLOCK WEBSTER ST,100,Homicide - Criminal,-75.24781548,39.95070824
0101000020E610000064D858248EC652C010CEC5510C054440,119691,0101000020110F0000AE8A05F26AE45FC17D709AC17E955241,35975444,02,2,2018-04-23 04:00:00+00,2018-04-23,00:00:00,17,201802020421.00000000,600 BLOCK BRILL ST,100,Homicide - Criminal,-75.10242566,40.03943846
0101000020E6100000D04FB93BCBCB52C0384ADB887FF64340,120594,0101000020110F0000FEE987EC50ED5FC129958D335E855241,35976159,01,1,2018-04-16 04:00:00+00,2018-04-16,00:00:00,22,201801014064.00000000,2200 BLOCK CANTRELL ST,100,Homicide - Criminal,-75.18427938,39.92576705
0101000020E6100000086CF3D1B2CB52C08037B3E98AF74340,120717,0101000020110F00004A9DA97427ED5FC1BDA3C75586865241,35976249,17,3,2018-04-27 04:00:00+00,2018-04-27,00:00:00,5,201817016802.00000000,1400 BLOCK S 23RD ST,100,Homicide - Criminal,-75.18278931,39.93392679
0101000020E6100000086CF3D1B2CB52C08037B3E98AF74340,120720,0101000020110F00004A9DA97427ED5FC1BDA3C75586865241,35976250,17,3,2018-04-27 04:00:00+00,2018-04-27,00:00:00,5,201817017081.00000000,1400 BLOCK S 23RD ST,100,Homicide - Criminal,-75.18278931,39.93392679
0101000020E6100000EC7326B4FFC352C030620952C6064440,120855,0101000020110F000064B0EE5013E05FC1FB85852069975241,35976345,02,3,2018-04-26 04:00:00+00,2018-04-26,00:00:00,16,201802020879.00000000,2000 BLOCK VISTA ST,100,Homicide - Criminal,-75.06248192,40.05292726
0101000020E61000006C80A9D1F1C752C02415DFB322004440,287792,0101000020110F0000A3663D19C7E65FC1AB365C0B0C905241,152352,25,,2018-04-21 01:49:00+00,2018-04-20,21:49:00,21,201825029599.00000000,3400 BLOCK ORMES ST,200,Rape,-75.12413446,40.00105904
0101000020E610000009AB90760CC552C011299BACB0014440,292790,0101000020110F0000CBF0C1D4DBE15FC158909450C5915241,154616,15,,2018-04-11 00:34:00+00,2018-04-10,20:34:00,20,201815029893.00000000,1800 BLOCK Wilmot St,500,Burglary Residential,-75.07888569,40.01320417
0101000020E6100000D74C210422CB52C06BA90F668BFF4340,553459,0101000020110F00005277D77D31EC5FC166D6A24C648F5241,423139,22,2,2018-04-03 19:01:00+00,2018-04-03,15:01:00,15,201822024467.00000000,2500 BLOCK W LEHIGH AVE,600,Thefts,-75.17395118,39.99644162
0101000020E61000000488AB9844CA52C07CB15A0D47FC4340,553880,0101000020110F0000DFE34763B9EA5FC1E6C72147C58B5241,423144,22,3,2018-04-05 13:54:00+00,2018-04-05,09:54:00,9,201822024913.00000000,900 BLOCK N BROAD ST,600,Thefts,-75.16043679,39.97091834
0101000020E6100000803A9289A3CA52C024A445E8AD074440,553892,0101000020110F0000E4E899A75AEB5FC13D5694186A985241,423156,14,1,2018-04-10 00:11:00+00,2018-04-09,20:11:00,20,201814029639.00000000,6300 BLOCK STENTON AVE,600,Thefts,-75.16623153,40.05999473
0101000020E61000003DCF869909CF52C08B8054D4AAF64340,553897,0101000020110F0000669D8662D3F25FC1AAE064268E855241,423161,12,2,2018-04-11 13:19:00+00,2018-04-11,09:19:00,9,201812026391.00000000,2100 BLOCK SIMPSON ST,600,Theft from Vehicle,-75.23496092,39.92708830
0101000020E6100000F4098FEC40CA52C04BE1A4DDA6F94340,553911,0101000020110F0000D43C6826B3EA5FC10A581D77DC885241,423565,06,3,2018-04-12 23:39:00+00,2018-04-12,19:39:00,19,201806015302.00000000,1100 BLOCK CHESTNUT ST,600,Thefts,-75.16021264,39.95040484
0101000020E6100000FAFCA498CBBE52C0E4AC5F1B37094440,553928,0101000020110F0000EE50FC983CD75FC1B887A2731E9A5241,423582,08,2,2018-04-22 19:50:00+00,2018-04-22,15:50:00,15,201808013055.00000000,10800 BLOCK KNIGHTS RD,400,Aggravated Assault No Firearm,-74.98117653,40.07199423
0101000020E6100000CC5DF00E55CA52C0CA2565BDDEF94340,553932,0101000020110F000072FEA359D5EA5FC1EF97215E1A895241,423586,06,3,2018-04-23 19:35:00+00,2018-04-23,15:35:00,15,201806017047.00000000,1300 BLOCK MARKET ST,600,Thefts,-75.16144155,39.95210998
0101000020E61000009A8146C093C852C0BC1D44DF9B024440,555239,0101000020110F000025721228DAE75FC1F4688723CA925241,423182,25,1,2018-04-21 00:56:00+00,2018-04-20,20:56:00,20,201825029553.00000000,500 BLOCK W ANNSBURY ST,600,Thefts,-75.13401801,40.02038184
0101000020E6100000C9B6E3B819CB52C0394EE173EDFD4340,555240,0101000020110F000023CC4D6723EC5FC140704D6E998D5241,423183,22,2,2018-04-21 12:59:00+00,2018-04-21,08:59:00,8,201822029836.00000000,1800 BLOCK N 24TH ST,400,Aggravated Assault Firearm,-75.17344496,39.98380898
0101000020E61000009A70B73DA4CD52C040C1836EC8004440,555246,0101000020110F00002A90116074F05FC101C785CBC3905241,423189,19,3,2018-04-23 22:03:00+00,2018-04-23,18:03:00,18,201819031805.00000000,4000 BLOCK MONUMENT RD,600,Thefts,-75.21314949,40.00611669
0101000020E6100000DD73479C61CE52C0496ADB0FFCFA4340,555254,0101000020110F00009811C909B6F15FC140497A7F568A5241,423197,16,2,2018-04-30 15:02:00+00,2018-04-30,11:02:00,11,201816017481.00000000,0 BLOCK N 52ND ST,600,Thefts,-75.22470767,39.96081732
0101000020E61000007BBE66B96CCD52C094586B8BDFFB4340,555260,0101000020110F00001C63051316F05FC1F4158292528B5241,423592,16,2,2018-04-26 14:11:00+00,2018-04-26,10:11:00,10,201816016904.00000000,4300 BLOCK LANCASTER AVE,600,Thefts,-75.20976100,39.96775954
0101000020E610000013FE1C51A7CB52C01AE18A174D044440,555265,0101000020110F00007C3D8FEA13ED5FC14484D5A1AA945241,423597,14,3,2018-04-27 05:22:00+00,2018-04-27,01:22:00,1,201814034914.00000000,5900 BLOCK WAYNE AVE 1,300,Robbery No Firearm,-75.18208721,40.03360266
0101000020E610000089C44EC256CF52C08164320332084440,559991,0101000020110F0000B8B99C7256F35FC11AD324B1FC985241,423347,05,3,2018-04-03 21:33:00+00,2018-04-03,17:33:00,17,201805006361.00000000,8500 BLOCK HENRY AVE,600,Thefts,-75.23967035,40.06402626
0101000020E610000004EE929B55CB52C0A0694FEA47014440,559992,0101000020110F0000209D032089EC5FC1C7938A2651915241,423348,39,2,2018-04-04 21:49:00+00,2018-04-04,17:49:00,17,201839022403.00000000,2800 BLOCK FOX ST,600,Thefts,-75.17710008,40.01000718
0101000020E6100000EF36D2C68FC252C03254498D9E044440,560000,0101000020110F0000C3FBE05AA2DD5FC11EA4D4FD04955241,423356,15,3,2018-04-08 21:46:00+00,2018-04-08,17:46:00,17,201815029158.00000000,4000 BLOCK COTTMAN AVE,600,Thefts,-75.04002543,40.03608862
0101000020E6100000856564775EC752C04832AB77B8034440,560003,0101000020110F0000281D2BCECCE55FC1A4DF6FC705945241,423359,35,2,2018-04-10 16:08:00+00,2018-04-10,12:08:00,12,201835028733.00000000,5100 BLOCK D ST,400,Aggravated Assault No Firearm,-75.11514078,40.02906700
0101000020E610000097ECAF8912CF52C093716B56A6FA4340,560586,0101000020110F0000B4663291E2F25FC19F815C83F7895241,435657,18,1,2018-04-20 16:35:00+00,2018-04-20,12:35:00,12,201818023198.00000000,5700 BLOCK WALNUT ST,600,Thefts,-75.23550646,39.95820123
