the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
0101000020E61000004CF99B4636C852C0C8B28DD033FF4340,112818,0101000020110F0000524820613BE75FC1BDD31334038F5241,35970044,24,2,2016-10-17 04:00:00+00,2016-10-17,00:00:00,7,201624100148.00000000,2900 BLOCK A ST,100,Homicide - Criminal,-75.12831273,39.99376876
0101000020E6100000488E734F82C752C0B8E364879DFF4340,113042,0101000020110F00008ADCA0B009E65FC172A52766788F5241,35970225,24,2,2016-10-17 04:00:00+00,2016-10-17,00:00:00,23,201624100434.00000000,700 BLOCK E ALLEGHENY AV,100,Homicide - Criminal,-75.11732851,39.99699490
0101000020E6100000C4C2D3D5A4CF52C0484175E8FEFB4340,113695,0101000020110F000028E76C11DBF35FC11B300754758B5241,35970748,19,2,2016-10-20 04:00:00+00,2016-10-20,00:00:00,23,201619094971.00000000,300 BLOCK N FELTON ST,100,Homicide - Criminal,-75.24443575,39.96871668
0101000020E6100000EC65454E6BCC52C04006352D85FB4340,114370,0101000020110F00001F8BB7D260EE5FC156429F6EEE8A5241,35971284,16,1,2016-10-19 04:00:00+00,2016-10-19,00:00:00,19,201616044091.00000000,3500 BLOCK WALLACE ST,100,Homicide - Criminal,-75.19404942,39.96500173
0101000020E6100000241434C3ACC652C0E8BB7AD37C054440,114481,0101000020110F00005AA71BF59EE45FC1D59FD390FB955241,35971356,02,2,2016-10-13 04:00:00+00,2016-10-13,00:00:00,23,201602060238.00000000,500 BLOCK E CHELTENHAM AV,100,Homicide - Criminal,-75.10429459,40.04287189
0101000020E6100000B8693807DDC152C0C8E484ABB1084440,115083,0101000020110F0000309997BB72DC5FC1BD29525C8A995241,35971855,08,2,2016-10-27 04:00:00+00,2016-10-27,00:00:00,1,201608040275.00000000,2600 BLOCK WELSH RD,100,Homicide - Criminal,-75.02911549,40.06792206
0101000020E6100000D041BC8027CB52C0886F69BB5DF74340,115125,0101000020110F00002382B4CF3AEC5FC148A8F34A54865241,35971892,17,3,2016-10-01 04:00:00+00,2016-10-01,00:00:00,21,201617043637.00000000,1700 BLOCK DICKINSON ST,100,Homicide - Criminal,-75.17428606,39.93254798
0101000020E610000088819E9BD0C652C0583D0E8D2B044440,115203,0101000020110F0000E96D2CD8DBE45FC13EBD866D85945241,35971944,02,2,2016-10-30 04:00:00+00,2016-10-30,00:00:00,4,201602063692.00000000,700 BLOCK ADAMS AV,100,Homicide - Criminal,-75.10648242,40.03257907
0101000020E6100000C42B2F4A87CE52C008DD00CE73FE4340,115542,0101000020110F00001F73530AF6F15FC1D8F9945A2E8E5241,35972210,19,3,2016-10-09 04:00:00+00,2016-10-09,00:00:00,21,201619092092.00000000,1900 BLOCK N 52ND ST,100,Homicide - Criminal,-75.22700743,39.98790908
0101000020E6100000ECA672121ECA52C040E7F1C528064440,116230,0101000020110F000030D44DF377EA5FC1FF8DE553BA965241,35972735,14,1,2016-10-01 04:00:00+00,2016-10-01,00:00:00,21,201614079518.00000000,5500 BLOCK ARDLEIGH ST,100,Homicide - Criminal,-75.15808545,40.04811930
0101000020E610000024A832A357CA52C0E8ACD62959FE4340,116391,0101000020110F0000352828BBD9EA5FC1EEDD90D2108E5241,35972857,22,1,2016-10-27 04:00:00+00,2016-10-27,00:00:00,23,201622087717.00000000,2200 BLOCK N COLORADO ST,100,Homicide - Criminal,-75.16159897,39.98709605
0101000020E6100000344249C5E2C352C098CC2982B1034440,116393,0101000020110F000018E3A02BE2DF5FC14E64790FFE935241,35972859,15,2,2016-10-10 04:00:00+00,2016-10-10,00:00:00,21,201615098820.00000000,3100 BLOCK STIRLING ST,100,Homicide - Criminal,-75.06071598,40.02885463
0101000020E61000002CCBF87341C852C0A0C12F2DDEFE4340,116770,0101000020110F00006C39705D4EE75FC18829B344A48E5241,35973153,24,2,2016-10-05 04:00:00+00,2016-10-05,00:00:00,20,201624096088.00000000,100 BLOCK E STERNER ST,100,Homicide - Criminal,-75.12899494,39.99115529
0101000020E61000007C0C0E10FBC752C0705A7D0340FF4340,117013,0101000020110F0000F1CBCBCCD6E65FC1C9DB1DBA108F5241,35973359,24,2,2016-10-17 04:00:00+00,2016-10-17,00:00:00,0,201624100101.00000000,2900 BLOCK N ROSEHILL ST,100,Homicide - Criminal,-75.12469865,39.99414104
0101000020E6100000E067038008C752C0B8A26F6DC9034440,117308,0101000020110F00009EBB6BC83AE55FC1EA13269718945241,35973578,02,2,2016-10-17 04:00:00+00,2016-10-17,00:00:00,23,201602061000.00000000,5100 BLOCK F ST,100,Homicide - Criminal,-75.10989380,40.02958458
0101000020E61000007486861EA1C952C00807BF9D5C064440,117447,0101000020110F0000615699B4A3E95FC136DBAAD8F3965241,35973693,35,4,2016-10-16 04:00:00+00,2016-10-16,00:00:00,21,201635089133.00000000,6200 BLOCK OGONTZ AV,100,Homicide - Criminal,-75.15045894,40.04970142
0101000020E6100000D4CF58B75EC952C0B0DEF20FDD064440,118193,0101000020110F00004C98C8E932E95FC19ED7375C82975241,35974268,35,3,2016-10-27 04:00:00+00,2016-10-27,00:00:00,0,201635092227.00000000,6500 BLOCK N 17TH ST,100,Homicide - Criminal,-75.14640602,40.05362129
0101000020E61000009451BD199BCE52C05032768528F74340,118413,0101000020110F0000B078DFB017F25FC1952A9A5B19865241,35974446,12,1,2016-10-11 04:00:00+00,2016-10-11,00:00:00,9,201612070441.00000000,2100 BLOCK S 60TH ST,100,Homicide - Criminal,-75.22821659,39.93092411
0101000020E6100000C8F5AE28E2C852C0E0F2615B1E004440,120521,0101000020110F00003CB213575FE85FC1DEEEF13907905241,35976096,25,4,2016-10-06 04:00:00+00,2016-10-06,00:00:00,19,201625084300.00000000,3200 BLOCK N REESE ST,100,Homicide - Criminal,-75.13880364,40.00092642
0101000020E61000002046BD4A58C952C028EB1EE30E014440,120522,0101000020110F00000E8B400028E95FC1BE2281EA11915241,35976097,25,4,2016-10-11 04:00:00+00,2016-10-11,00:00:00,12,201625085770.00000000,3600 BLOCK N 11TH ST,100,Homicide - Criminal,-75.14601391,40.00826682
0101000020E6100000B8F7FE73E9C852C000D5EF6425024440,120523,0101000020110F00002D2AE5BA6BE85FC113A3A9BF46925241,35976098,25,1,2016-10-12 04:00:00+00,2016-10-12,00:00:00,22,201625086341.00000000,4200 BLOCK N FRANKLIN ST,100,Homicide - Criminal,-75.13924885,40.01676618
0101000020E6100000642781A219CF52C0B0A510CD9EF84340,120524,0101000020110F0000CA6F3E9FEEF25FC1B02D4BEEB7875241,35976099,12,4,2016-10-14 04:00:00+00,2016-10-14,00:00:00,19,201612071207.00000000,1300 BLOCK S 58TH ST,100,Homicide - Criminal,-75.23593962,39.94234622
0101000020E610000058BEF61881C952C0083157A6A2004440,120526,0101000020110F0000113237506DE95FC17D7647E799905241,35976100,25,4,2016-10-31 04:00:00+00,2016-10-31,00:00:00,6,201625091967.00000000,3400 BLOCK OLD YORK RD,100,Homicide - Criminal,-75.14850449,40.00496368
0101000020E610000064F52FC5ACCA52C028FE8310DCFF4340,120887,0101000020110F00003FE970566AEB5FC1ADE7A8BABD8F5241,35976368,39,3,2016-10-27 04:00:00+00,2016-10-27,00:00:00,13,201639088652.00000000,2900 BLOCK N 22ND ST,100,Homicide - Criminal,-75.16679506,39.99890334
0101000020E61000007C419343B2CA52C06859A7FFA9FF4340,121056,0101000020110F0000E31755AB73EB5FC1D25D3639868F5241,35976474,39,3,2016-10-22 04:00:00+00,2016-10-22,00:00:00,13,201639087289.00000000,2800 BLOCK N 22ND ST,100,Homicide - Criminal,-75.16713037,39.99737545
0101000020E61000006F2EFEB6E7CB52C09AC8925A24FF4340,133143,0101000020110F0000C02C7C4D81ED5FC150315910F28E5241,365,22,2,2016-10-16 21:18:00+00,2016-10-16,17:18:00,17,201622084636.00000000,3300 BLOCK W YORK ST,600,Thefts,-75.18601775,39.99329693
