the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
,112699,,35969947,39,2,2021-11-12 05:00:00+00,2021-11-12,00:00:00,4,202139060569.00000000,1400 BLOCK E JEROME ST,100,Homicide - Criminal,,
0101000020E610000068A2CC8F4AC852C0C849B1DB9BFF4340,112801,0101000020110F0000AB3348D65DE75FC18193FD8B768F5241,35970027,24,2,2021-11-11 05:00:00+00,2021-11-11,00:00:00,10,202124075733.00000000,100 BLOCK E CLEARFIELD,100,Homicide - Criminal,-75.12955089,39.99694391
0101000020E6100000904039C0E2CA52C030D65F65E3FF4340,113181,0101000020110F0000C8FD7607C6EB5FC1568978DBC58F5241,35970353,39,3,2021-11-12 05:00:00+00,2021-11-12,00:00:00,20,202139060890.00000000,2400 BLOCK W CAMBRIA ST,100,Homicide - Criminal,-75.17008978,39.99912708
0101000020E61000007CAAAC9BC2CE52C0F8C5B8C4CCF64340,113349,0101000020110F000048C168CC5AF25FC1E1D7DEBCB3855241,35970476,12,3,2021-11-23 05:00:00+00,2021-11-23,00:00:00,23,202112075190.00000000,2200 BLOCK S 62ND ST,100,Homicide - Criminal,-75.23062794,39.92812404
0101000020E610000014AD6CB7CECB52C0D090BAA236084440,113687,0101000020110F000062972CD756ED5FC157008AD201995241,35970744,14,1,2021-11-26 05:00:00+00,2021-11-26,00:00:00,21,202114061638.00000000,7100 BLOCK ARDLEIGH ST,100,Homicide - Criminal,-75.18449197,40.06416735
0101000020E6100000480D051D41CE52C0F80DF7247FFC4340,114024,0101000020110F0000E1ABAFD67EF15FC1663ACF70038C5241,35971022,19,2,2021-11-28 05:00:00+00,2021-11-28,00:00:00,18,202119064967.00000000,1200 BLOCK N 50TH ST,100,Homicide - Criminal,-75.22272420,39.97263014
0101000020E610000068F2248197CE52C0A848A62C0BF94340,114402,0101000020110F00008D3B269511F25FC1AB40F0FB2F885241,35971299,12,4,2021-11-07 04:00:00+00,2021-11-07,00:00:00,23,202112071923.00000000,5300 BLOCK MALCOLM ST,100,Homicide - Criminal,-75.22799710,39.94565352
0101000020E61000003841E2F1E9C852C020D21C84F9FE4340,114406,0101000020110F00007374BA906CE85FC15FD75493C28E5241,35971302,25,3,2021-11-23 05:00:00+00,2021-11-23,00:00:00,23,202125070900.00000000,2700 BLOCK N LAWRENCE ST,100,Homicide - Criminal,-75.13927886,39.99198963
0101000020E61000002C054D4673CB52C0C00FFF0465014440,114453,0101000020110F00001C0A6C84BBEC5FC1C6F2406C71915241,35971335,39,1,2021-11-14 05:00:00+00,2021-11-14,00:00:00,20,202139061211.00000000,3200 BLOCK DEFENSE TER,100,Homicide - Criminal,-75.17891080,40.01089537
0101000020E610000030721E675DC752C030B7B018BCFF4340,114670,0101000020110F00004256AFFFCAE55FC13F929A499A8F5241,35971507,24,1,2021-11-07 04:00:00+00,2021-11-07,00:00:00,17,202124074791.00000000,800 BLOCK E WILLARD ST,100,Homicide - Criminal,-75.11507586,39.99792775
0101000020E6100000F02213F08BCD52C048248C6424FC4340,114672,0101000020110F0000F9E1FB174BF05FC17B2044DE9E8B5241,35971509,16,2,2021-11-08 05:00:00+00,2021-11-08,00:00:00,16,202116038614.00000000,900 BLOCK BELMONT AV,100,Homicide - Criminal,-75.21166613,39.96986062
0101000020E6100000C0B3DC50D3C952C008576E46A6FB4340,114681,0101000020110F0000685830F8F8E95FC1769CFF1B138B5241,35971516,06,1,2021-11-27 05:00:00+00,2021-11-27,00:00:00,15,202106049511.00000000,700 BLOCK N 10TH ST,100,Homicide - Criminal,-75.15352270,39.96601181
0101000020E61000009801B5B8A9CD52C098CFA61BCF004440,114755,0101000020110F0000826B30AF7DF05FC141FF9532CB905241,35971581,19,3,2021-11-07 04:00:00+00,2021-11-07,00:00:00,11,202119061381.00000000,4000 BLOCK MONUMENT RD,100,Homicide - Criminal,-75.21348398,40.00632044
0101000020E6100000941466749CCA52C0885FCD4817FA4340,115029,0101000020110F0000A2CEBE9F4EEB5FC191FBB90359895241,35971804,09,2,2021-11-09 05:00:00+00,2021-11-09,00:00:00,21,202109037789.00000000,1500 BLOCK JFK BLVD,100,Homicide - Criminal,-75.16579924,39.95383558
0101000020E6100000D046ABE323CA52C0282A3597F5F54340,115144,0101000020110F0000B664E5D481EA5FC1D79C9A6FC5845241,35971910,03,3,2021-11-24 05:00:00+00,2021-11-24,00:00:00,17,202103053889.00000000,2200 BLOCK S 7TH ST,100,Homicide - Criminal,-75.15844051,39.92155733
0101000020E6100000187EDFDB6EC752C0689B2A6B5DFF4340,116207,0101000020110F0000CD3B50A6E8E55FC185E94253318F5241,35972715,24,2,2021-11-02 04:00:00+00,2021-11-02,00:00:00,22,202124073745.00000000,3000 BLOCK KENSINGTON AV,100,Homicide - Criminal,-75.11614129,39.99503841
0101000020E61000003C9BE2923FC952C0C044E0A852054440,116342,0101000020110F0000074BC103FEE85FC1A34BA0C9CC955241,35972815,35,3,2021-11-16 05:00:00+00,2021-11-16,00:00:00,13,202135076093.00000000,5800 BLOCK OLD YORK RD,100,Homicide - Criminal,-75.14450523,40.04158507
0101000020E6100000D4DB01FF7DCA52C0B81DCD3D56FD4340,116457,0101000020110F0000595C17E31AEB5FC1116BB9D4F18C5241,35972911,22,3,2021-11-16 05:00:00+00,2021-11-16,00:00:00,2,202122071058.00000000,1700 BLOCK CECIL B MOORE,100,Homicide - Criminal,-75.16394019,39.97919438
0101000020E6100000A4DF3F8FD1C652C0289DE0B93C004440,116570,0101000020110F00008D130176DDE45FC138BE91E528905241,35973005,24,1,2021-11-17 05:00:00+00,2021-11-17,00:00:00,16,202124077314.00000000,1100 BLOCK E VENANGO ST,100,Homicide - Criminal,-75.10654050,40.00185321
0101000020E610000068576ABBDECA52C0106ACB954EF64340,116604,0101000020110F0000CF33EE33BFEB5FC1E591CEFD27855241,35973034,01,1,2021-11-14 05:00:00+00,2021-11-14,00:00:00,20,202101020297.00000000,2100 BLOCK S BROAD ST,100,Homicide - Criminal,-75.16984449,39.92427323
0101000020E6100000F009E3EB0EC852C050F752FCC8024440,116666,0101000020110F00009D403288F8E65FC11D6CB92BFC925241,35973080,25,2,2021-11-29 05:00:00+00,2021-11-29,00:00:00,15,202125071885.00000000,100 BLOCK W WYOMING AVE,100,Homicide - Criminal,-75.12591073,40.02175860
0101000020E61000005C30B075E6C952C0C86E2EB761FE4340,116895,0101000020110F00009034BC7C19EA5FC16812664D1A8E5241,35973261,22,1,2021-11-28 05:00:00+00,2021-11-28,00:00:00,14,202122073260.00000000,2200 BLOCK N PARK AVE,100,Homicide - Criminal,-75.15469115,39.98735704
0101000020E61000001C73AFDD47C852C0180673FB72FF4340,117038,0101000020110F000045D00D4259E75FC17AC8163B498F5241,35973376,24,2,2021-11-03 04:00:00+00,2021-11-03,00:00:00,22,202124073973.00000000,3000 BLOCK LEE ST,100,Homicide - Criminal,-75.12938635,39.99569648
0101000020E6100000A4AC88950FCD52C0A8B5847717FC4340,117175,0101000020110F0000F312D0DD77EF5FC1482D3B8B908B5241,35973483,16,2,2021-11-19 05:00:00+00,2021-11-19,00:00:00,15,202116039973.00000000,4000 BLOCK OGDEN ST,100,Homicide - Criminal,-75.20407618,39.96946615
