the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
0101000020E6100000D42A431ACAC952C0405D19CB69FF4340,112968,0101000020110F0000C0ADDE51E9E95FC1E3973F0B3F8F5241,35970167,25,4,2017-01-02 05:00:00+00,2017-01-02,00:00:00,9,201725000299.00000000,2800 BLOCK N PARK AV,100,Homicide - Criminal,-75.15296036,39.99541606
0101000020E6100000CCAFF2731FCF52C02054461C65FC4340,113436,0101000020110F000066AA3681F8F25FC1C9D2C896E68B5241,35970549,19,2,2017-01-06 05:00:00+00,2017-01-06,00:00:00,19,201719000938.00000000,5800 BLOCK THOMPSON ST,100,Homicide - Criminal,-75.23629473,39.97183565
0101000020E61000007896AB1529C552C0287A5896D2004440,113713,0101000020110F0000A13F95720CE25FC1E4DD2C0ECF905241,35970760,15,1,2017-01-12 05:00:00+00,2017-01-12,00:00:00,21,201715003410.00000000,4500 BLOCK MELROSE ST,100,Homicide - Criminal,-75.08063261,40.00642661
0101000020E6100000042C380A70CB52C050B0E5538FFF4340,114017,0101000020110F000008A6D705B6EC5FC1A06ABBA7688F5241,35971017,22,2,2017-01-05 05:00:00+00,2017-01-05,00:00:00,1,201722001061.00000000,2900 BLOCK W OAKDALE ST,100,Homicide - Criminal,-75.17871337,39.99656152
0101000020E6100000081423DEE9C452C0905B5FA0FB014440,114046,0101000020110F000015283911A1E15FC16FED326E18925241,35971042,15,1,2017-01-31 05:00:00+00,2017-01-31,00:00:00,21,201715009129.00000000,4800 BLOCK TACKAWANA ST,100,Homicide - Criminal,-75.07677415,40.01549153
0101000020E61000004C9FA5AAB7CA52C0581028DA96084440,114376,0101000020110F000029729ED87CEB5FC154DC45996C995241,35971288,14,1,2017-01-11 05:00:00+00,2017-01-11,00:00:00,18,201714002855.00000000,7800 BLOCK BALDWIN ST,100,Homicide - Criminal,-75.16746012,40.06710364
0101000020E6100000144F5B285BCE52C0F09E0DAAE1FA4340,114641,0101000020110F00002835D413ABF15FC1F7488E3F398A5241,35971478,16,2,2017-01-28 05:00:00+00,2017-01-28,00:00:00,23,201716003424.00000000,5100 BLOCK MARKET ST,100,Homicide - Criminal,-75.22431382,39.96001173
0101000020E610000038C78D16F8C652C060571D50AE004440,114779,0101000020110F00006AB1D1E71EE55FC13A08CED5A6905241,35971604,25,4,2017-01-21 05:00:00+00,2017-01-21,00:00:00,16,201725005933.00000000,1000 BLOCK ERIE AV,100,Homicide - Criminal,-75.10889210,40.00531961
0101000020E6100000AC8BE423B0CD52C0D825F7694CFA4340,115825,0101000020110F0000FB2E4E9688F05FC1221619E193895241,35972422,18,3,2017-01-23 05:00:00+00,2017-01-23,00:00:00,2,201718005346.00000000,4600 BLOCK WALNUT ST,100,Homicide - Criminal,-75.21387574,39.95545697
0101000020E6100000CCC79B4DFECA52C0C842AE2082FD4340,116142,0101000020110F00008D4A59D4F4EB5FC1FB89F878228D5241,35972661,22,4,2017-01-09 05:00:00+00,2017-01-09,00:00:00,16,201722002160.00000000,2200 BLOCK W CECIL B MOORE,100,Homicide - Criminal,-75.17177143,39.98053368
0101000020E6100000FC48CFFC63C752C0682E0A04BFFE4340,116454,0101000020110F00003E15002FD6E55FC195F9C7B9818E5241,35972909,24,2,2017-01-21 05:00:00+00,2017-01-21,00:00:00,16,201724006948.00000000,2000 BLOCK BELLMORE ST,100,Homicide - Criminal,-75.11547776,39.99020434
