the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
,112665,,35969923,19,3,2016-06-17 04:00:00+00,2016-06-17,00:00:00,9,201619054374.00000000,5300 BLOCK GEORGE'S HILL D,100,Homicide - Criminal,,
0101000020E6100000E04B1BED9CCA52C05820FEF766FE4340,113001,0101000020110F0000D1A1C76C4FEB5FC17FFB1720208E5241,35970192,22,1,2016-06-11 04:00:00+00,2016-06-11,00:00:00,16,201622049152.00000000,2000 BLOCK SUSQUEHANNA AV,100,Homicide - Criminal,-75.16582802,39.98751736
0101000020E6100000ECA4DBCB03CE52C0D0376B885BF84340,113278,0101000020110F00001F377AAF16F15FC1383D716A6D875241,35970422,12,3,2016-06-26 04:00:00+00,2016-06-26,00:00:00,18,201612045723.00000000,5200 BLOCK KINGSESSING AV,100,Homicide - Criminal,-75.21898171,39.94029336
0101000020E6100000D07D781781C452C078C4BFA7B0014440,113435,0101000020110F0000C3AF3918EFE05FC1D0C4314BC5915241,35970548,15,1,2016-06-21 04:00:00+00,2016-06-21,00:00:00,12,201615060202.00000000,5200 BLOCK TORRESDALE AV,100,Homicide - Criminal,-75.07037913,40.01320359
0101000020E610000044B0C7FD34CD52C0E02EC53990FC4340,113795,0101000020110F0000FACF0768B7EF5FC1D1A5F05E168C5241,35970830,16,2,2016-06-10 04:00:00+00,2016-06-10,00:00:00,22,201616015079.00000000,4100 BLOCK CAMBRIDGE ST,100,Homicide - Criminal,-75.20635933,39.97315142
0101000020E6100000145D98FE25CF52C018A5EFFB18F94340,114354,0101000020110F00003631C59D03F35FC1E4C158483F885241,35971277,12,4,2016-06-13 04:00:00+00,2016-06-13,00:00:00,1,201612037733.00000000,5600 BLOCK ANGORA TERR,100,Homicide - Criminal,-75.23669400,39.94607496
0101000020E610000098D9F0EC99C352C020CFC1AFA8024440,114357,0101000020110F0000058F896F66DF5FC13E49A659D8925241,35971278,15,2,2016-06-11 04:00:00+00,2016-06-11,00:00:00,22,201615056607.00000000,6200 BLOCK DITMAN ST,100,Homicide - Criminal,-75.05626987,40.02077291
0101000020E61000008831A41B25C952C068478E072A054440,114419,0101000020110F00002B59520FD1E85FC13185EFB69F955241,35971309,35,1,2016-06-01 04:00:00+00,2016-06-01,00:00:00,17,201635010940.00000000,5700 BLOCK PARK AV,100,Homicide - Criminal,-75.14288989,40.04034514
0101000020E6100000CC60477453CB52C0587A318A61054440,114644,0101000020110F0000B078957785EC5FC1981F8A4BDD955241,35971481,14,2,2016-06-11 04:00:00+00,2016-06-11,00:00:00,2,201614047100.00000000,6100 BLOCK BAYNTON ST,100,Homicide - Criminal,-75.17696864,40.04203918
0101000020E610000004D5D6ED4BCA52C040DE69A7F0074440,116126,0101000020110F0000156DD7D7C5EA5FC155C7C029B4985241,35972646,14,1,2016-06-03 04:00:00+00,2016-06-03,00:00:00,22,201614044675.00000000,1600 BLOCK MOHICAN ST,100,Homicide - Criminal,-75.16088434,40.06203168
0101000020E61000006447C18B12C952C080E3AD589B014440,116476,0101000020110F000076B4C387B1E85FC131741CAAAD915241,35972928,25,1,2016-06-09 04:00:00+00,2016-06-09,00:00:00,22,201625048414.00000000,3900 BLOCK N 9TH ST,100,Homicide - Criminal,-75.14175695,40.01255330
0101000020E610000068A75AC9F6C052C090587A2369074440,117072,0101000020110F000040B0E6A4EBDA5FC16E9192C91D985241,35973405,08,2,2016-06-26 04:00:00+00,2016-06-26,00:00:00,21,201608024694.00000000,3100 BLOCK WILLITS RD,100,Homicide - Criminal,-75.01506266,40.05789608
0101000020E61000000C8DD83BA4C752C0207CA4058BFF4340,117408,0101000020110F00008343F24F43E65FC19873BEE1638F5241,35973661,24,2,2016-06-06 04:00:00+00,2016-06-06,00:00:00,3,201624055058.00000000,600 BLOCK E LIPPINCOTT ST,100,Homicide - Criminal,-75.11939903,39.99643012
0101000020E6100000BC96D9E510CB52C078735C5301054440,118451,0101000020110F0000940F196A14EC5FC1FE69848F72955241,35974465,14,2,2016-06-26 04:00:00+00,2016-06-26,00:00:00,21,201614051323.00000000,200 BLOCK E PRICE ST,100,Homicide - Criminal,-75.17290636,40.03910296
0101000020E6100000943095DC93CE52C060BCC0FB16F64340,118855,0101000020110F0000868619650BF25FC1E7DF6E6AEA845241,35974803,12,3,2016-06-01 04:00:00+00,2016-06-01,00:00:00,14,201612039074.00000000,6300 BLOCK THEODORE ST,100,Homicide - Criminal,-75.22777476,39.92257640
0101000020E610000098EA9152C5CE52C05035D4A42BFD4340,119617,0101000020110F00008D57C2685FF25FC1C5A15D9EC28C5241,35975387,19,1,2016-06-10 04:00:00+00,2016-06-10,00:00:00,1,201419049722.00000000,5400 BLOCK HUNTER ST,100,Homicide - Criminal,-75.23079361,39.97789441
0101000020E61000002863F5A7AAC452C07829E31C8B024440,119676,0101000020110F0000BF2B2AB235E15FC1D6FF748DB7925241,35975435,15,2,2016-06-09 04:00:00+00,2016-06-09,00:00:00,13,201615055615.00000000,5300 BLOCK CHARLES ST,100,Homicide - Criminal,-75.07291602,40.01987039
0101000020E61000007C04F880D6CA52C09090AD73FBFF4340,120115,0101000020110F00006243EB39B1EB5FC159940687E08F5241,35975783,39,3,2016-06-01 04:00:00+00,2016-06-01,00:00:00,8,201639019047.00000000,2900 BLOCK N JUDSON ST,100,Homicide - Criminal,-75.16934227,39.99986120
0101000020E610000060A0B43577C752C028287C8B8E034440,120505,0101000020110F0000271BA3D5F6E55FC13F61E447D7935241,35976082,35,2,2016-06-16 04:00:00+00,2016-06-16,00:00:00,14,201635052969.00000000,5100 BLOCK ARBOR ST,100,Homicide - Criminal,-75.11665099,40.02778762
0101000020E6100000A8E9703038D052C018CEA98F40FD4340,120506,0101000020110F000013BF145DD5F45FC10B1249CDD98C5241,35976083,19,1,2016-06-18 04:00:00+00,2016-06-18,00:00:00,15,201619056072.00000000,1000 BLOCK EDGEMORE RD,100,Homicide - Criminal,-75.25342952,39.97853275
0101000020E6100000B0FDD32969CA52C01010D3F8A4FE4340,120508,0101000020110F0000BE562680F7EA5FC1B7A60EDB648E5241,35976084,22,1,2016-06-27 04:00:00+00,2016-06-27,00:00:00,1,201622053910.00000000,2300 BLOCK N CLEVELAND ST,100,Homicide - Criminal,-75.16266866,39.98940955
0101000020E610000070B5CE2580CF52C0B81C5085ABFA4340,120777,0101000020110F0000C68022C09CF35FC12F349141FD895241,35976283,18,1,2016-06-26 04:00:00+00,2016-06-26,00:00:00,23,201618047198.00000000,200 BLOCK S EDGEWOOD ST,100,Homicide - Justifiable,-75.24219651,39.95835940
