the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
,111485,,35969882,19,1,2012-02-22 05:00:00+00,2012-02-22,00:00:00,21,201219014719.00000000,6300 BLOCK CALLOWHILL STRE,100,Homicide - Criminal,,
0101000020E610000060A8FFB60BCB52C0985445DC0F054440,112938,0101000020110F00003EB54E9C0BEC5FC18C3C34AF82955241,35970145,14,2,2012-02-13 05:00:00+00,2012-02-13,00:00:00,4,201214011169.00000000,5800 BLOCK BAYNTON STREET,100,Homicide - Criminal,-75.17259002,40.03954652
0101000020E61000006C73F6DD93CA52C0E85A3437BB034440,113622,0101000020110F0000B2007B0940EB5FC10A8EC4D308945241,35970710,39,1,2012-02-10 05:00:00+00,2012-02-10,00:00:00,2,201239008661.00000000,5000 BLOCK PORTICO STREET,100,Homicide - Criminal,-75.16527509,40.02915087
0101000020E6100000A8950406DBCC52C0D8582B7571FA4340,114226,0101000020110F00002DD043961EEF5FC11AFD32ECBC895241,35971189,18,3,2012-02-05 05:00:00+00,2012-02-05,00:00:00,16,201218006347.00000000,3900 BLOCK MARKET STREET,100,Homicide - Criminal,-75.20086813,39.95658745
0101000020E6100000E091E05CAFCA52C0E8503BD3B6FD4340,114227,0101000020110F00009AFDC8BD6EEB5FC1E988A0E15C8D5241,35971190,22,1,2012-02-25 05:00:00+00,2012-02-25,00:00:00,23,201222016386.00000000,1800 BLOCK N 20TH STREET,100,Homicide - Criminal,-75.16695330,39.98214188
0101000020E6100000986B21938FCA52C0687DDA132AFC4340,114228,0101000020110F000036E500BF38EB5FC10F83072BA58B5241,35971191,09,3,2012-02-27 05:00:00+00,2012-02-27,00:00:00,0,201209008433.00000000,1700 BLOCK WYLIE STREET,100,Homicide - Criminal,-75.16501311,39.97003411
0101000020E610000074015CB4F3C852C0509856CE14F44340,114799,0101000020110F0000D5FAA3247DE85FC10F490311B1825241,35971624,03,2,2012-02-27 05:00:00+00,2012-02-27,00:00:00,2,201203011106.00000000,2900 BLOCK S COLUMBUS BLVD,100,Homicide - Criminal,-75.13987454,39.90688495
0101000020E6100000CC20D6CCEEC652C0D0A26C6EE5004440,114921,0101000020110F000013E106210FE55FC14D1113F3E3905241,35971726,24,1,2012-02-21 05:00:00+00,2012-02-21,00:00:00,11,201224012984.00000000,3900 BLOCK PALMETTO STREET,100,Homicide - Criminal,-75.10832520,40.00700169
0101000020E6100000D8D18D1D25C352C0E883A5F4EB024440,116095,0101000020110F0000542BA005A0DE5FC1D5A640F422935241,35972620,15,2,2012-02-14 05:00:00+00,2012-02-14,00:00:00,16,201215014004.00000000,6500 BLOCK TORRESDALE AVEN,100,Homicide - Criminal,-75.04914035,40.02282580
0101000020E6100000ECAA9FE86ECB52C040E3318C06FE4340,116253,0101000020110F0000F755EF19B4EC5FC19C7F2E3FB58D5241,35972749,22,2,2012-02-03 05:00:00+00,2012-02-03,00:00:00,23,201222009563.00000000,1900 BLOCK N ETTING STREET,100,Homicide - Criminal,-75.17864433,39.98457482
0101000020E61000000C64CB5F12CA52C0585D73F3FF084440,116539,0101000020110F0000967C951464EA5FC17DEEC63CE1995241,35972980,14,1,2012-02-11 05:00:00+00,2012-02-11,00:00:00,1,201214010671.00000000,7600 BLOCK OGONTZ AVENUE,100,Homicide - Criminal,-75.15737147,40.07031100
