the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
0101000020E610000020E5F4E379CA52C0788A7748BD054440,112802,0101000020110F00005FA6C6E913EB5FC1FC67F31243965241,35970028,14,1,2019-01-28 05:00:00+00,2019-01-28,00:00:00,18,201914009028.00000000,800 BLOCK E WOODLAWN ST,100,Homicide - Criminal,-75.16368960,40.04483896
0101000020E610000078F51C5194C752C0B8524C6EACFF4340,113831,0101000020110F000023499A4628E65FC16B5B80EB888F5241,35970860,25,3,2019-01-01 05:00:00+00,2019-01-01,00:00:00,0,201925000005.00000000,3200 BLOCK TAMPA ST,100,Homicide - Criminal,-75.11842754,39.99744967
0101000020E61000000824DAEE7BC952C018691A355B074440,114071,0101000020110F00008ECD798A64E95FC1CBC13F540E985241,35971065,35,3,2019-01-17 05:00:00+00,2019-01-17,00:00:00,20,201935004018.00000000,6800 BLOCK GRATZ ST,100,Homicide - Criminal,-75.14818927,40.05747093
0101000020E61000008832F59C6FC952C0509A71E076034440,114762,0101000020110F0000F3D8449D4FE95FC1071CA307BD935241,35971588,35,2,2019-01-22 05:00:00+00,2019-01-22,00:00:00,2,201835015485.00000000,4800 BLOCK N BROAD ST,100,Homicide - Criminal,-75.14743732,40.02706533
0101000020E610000050A269AC44CB52C028727EB362004440,114978,0101000020110F00006F6F4E5C6CEC5FC10F7F240053905241,35971763,39,3,2019-01-22 05:00:00+00,2019-01-22,00:00:00,20,201939006401.00000000,2800 BLOCK W CLEARFIELD ST,100,Homicide - Criminal,-75.17606650,40.00301212
0101000020E6100000704A7085B8CC52C070B6AC7497FB4340,115012,0101000020110F0000247D3DFBE3EE5FC1731E08B0028B5241,35971787,16,1,2019-01-23 05:00:00+00,2019-01-23,00:00:00,2,201816040211.00000000,3800 BLOCK FAIRMOUNT AV,100,Homicide - Criminal,-75.19876228,39.96555956
0101000020E6100000DCFAAB25AFC952C0482FAA7FEF064440,115039,0101000020110F0000B1B88588BBE95FC1C4C505D196975241,35971813,35,3,2019-01-19 05:00:00+00,2019-01-19,00:00:00,0,201935004986.00000000,6500 BLOCK N 20TH ST,100,Homicide - Criminal,-75.15131513,40.05418392
0101000020E6100000A4444C6876C752C060D5C17D01004440,115507,0101000020110F00002E48BB78F5E55FC1BBCD2239E78F5241,35972177,25,1,2019-01-07 05:00:00+00,2019-01-07,00:00:00,3,201925001673.00000000,700 BLOCK E ONTARIO ST,100,Homicide - Criminal,-75.11660202,40.00004551
0101000020E6100000A4444C6876C752C060D5C17D01004440,115508,0101000020110F00002E48BB78F5E55FC1BBCD2239E78F5241,35972178,25,1,2019-01-07 05:00:00+00,2019-01-07,00:00:00,3,201925001674.00000000,700 BLOCK E ONTARIO ST,100,Homicide - Criminal,-75.11660202,40.00004551
0101000020E6100000F062216DD5C952C0F0EFCE6FD2FF4340,115563,0101000020110F00003F90E38DFCE95FC1E586210EB38F5241,35972229,39,3,2019-01-18 05:00:00+00,2019-01-18,00:00:00,16,201939005155.00000000,3000 BLOCK N BROAD ST,100,Homicide - Criminal,-75.15365151,39.99860952
0101000020E61000002C390279F5C852C040FF093D41074440,115829,0101000020110F00000CCB822580E85FC162267C83F1975241,35972426,35,1,2019-01-24 05:00:00+00,2019-01-24,00:00:00,20,201935006420.00000000,6800 BLOCK OLD YORK RD,100,Homicide - Criminal,-75.13998246,40.05667842
